Brand,Variety,Style,Country,Stars,spiciness,spiciness_2,Scoville,continent
Nissin Miojo,Nissin Lamen HOT Sabor Galinha,Pack,Brazil,3.75,hot,hot,"(10000, 50000)",South America
Nissin Miojo,Cremoso Sabor Molho De Queijo,Pack,Brazil,3.5,pepper free,pepper free,0,South America
Nissin Miojo,Nissin Lamen Light Legumes,Pack,Brazil,3.75,pepper free,pepper free,0,South America
Quero,Galinha Caipira Refogada,Pack,Brazil,3.75,pepper free,pepper free,0,South America
Panco,Lamen HOT Sabor Galinha A Moda Baiana,Pack,Brazil,3.5,hot,hot,"(10000, 50000)",South America
Nissin Miojo,Cremosa Sabor Pizza,Pack,Brazil,3.5,pepper free,pepper free,0,South America
Nissin Miojo,Turma Da Monica Sabor Tomate Suave,Pack,Brazil,4.25,pepper free,pepper free,0,South America
Nissin-Miojo,Turma Da Monica Sabor Caldinho De Feijao Suave,Pack,Brazil,3.75,pepper free,pepper free,0,South America
Nissin,Miojo Talharim Sabor Bolonhesa,Pack,Brazil,4.75,pepper free,pepper free,0,South America
Nissin,Miojo Nissin Lamen Hot Sabor Mexicano,Pack,Brazil,3.5,hot,hot,"(10000, 50000)",South America
Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4.25,pepper free,pepper free,0,South America
Nissin,Lamen Sabor Picanha,Pack,Brazil,3.5,pepper free,pepper free,0,South America
Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,pepper free,pepper free,0,South America
Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5,pepper free,pepper free,0,South America
Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,pepper free,pepper free,0,South America
Yatekomo,Pollo Con Soja,Pack,Spain,3.5,pepper free,pepper free,0,Europe
Yatekomo,Fideos Orientales Pollo Al Curry,Pack,Spain,4,pepper free,pepper free,0,Europe
Yatekomo,Fideos Orientales Barbacoa,Pack,Spain,4.5,pepper free,pepper free,0,Europe
Mr. Min,Original Korean Ramen Beef Flavor,Pack,France,4.25,pepper free,mild,"(100, 2500)",Europe
Mr. Min,Original Korean Ramen Instant Noodles,Pack,France,5,pepper free,pepper free,0,Europe
Maison de Coree,Ramen Gout Coco Poulet,Cup,France,3.75,pepper free,pepper free,0,Europe
Maison de Coree,Ramen Gout Carbonara,Cup,France,4,pepper free,pepper free,0,Europe
Maison de Coree,Ramen Gout BBQ Coree,Cup,France,5,pepper free,pepper free,0,Europe
Maison de Coree,Ramen Gout Poulet Feu,Cup,France,4,pepper free,pepper free,0,Europe
Taim,Thai Noodles Chicken Flavored,Cup,Israel,3.5,pepper free,pepper free,0,Asia
Taim,Thai Noodles Chinese Seasoning,Cup,Israel,2,pepper free,pepper free,0,Asia
Taim,Thai Noodles Beef Flavored,Cup,Israel,3.5,pepper free,pepper free,0,Asia
Nissin,Nissin Pasta U.F.O. Sabor Alitas Hot,Tray,Mexico,1,hot,hot,"(10000, 50000)",North America
Nissin,Nissin Pasta U.F.O. Res Teriyaki,Tray,Mexico,3.5,pepper free,pepper free,0,North America
Nissin,Nissin Paste U.F.O. Camaron Fuego Salsa Habanero,Tray,Mexico,4,pepper free,pepper free,0,North America
Nissin,Cup Noodles Dark Dragon,Cup,Mexico,3.75,pepper free,pepper free,0,North America
Nissin,Cup Noodles Diablo,Cup,Mexico,4.25,pepper free,pepper free,0,North America
Nissin,Cup Noodles Alitas Hot,Cup,Mexico,5,hot,hot,"(10000, 50000)",North America
Nissin,Cup Noodles Camaron Fuego,Cup,Mexico,4,pepper free,pepper free,0,North America
Nissin,Cup Noodles Sopa Nissin Hot Sauce Con Camaron,Cup,Mexico,3.5,hot,hot,"(10000, 50000)",North America
Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,pepper free,mild,"(100, 2500)",North America
Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,3.5,pepper free,mild,"(100, 2500)",North America
Nissin,Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne,Cup,Mexico,3.75,pepper free,mild,"(100, 2500)",North America
Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,3.75,pepper free,mild,"(100, 2500)",North America
Nissin,Cup Noodles Sopa Nissin Sabor A Carne De Res,Cup,Mexico,3.5,pepper free,mild,"(100, 2500)",North America
Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,3.75,pepper free,pepper free,0,North America
Nissin,"Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon",Cup,Mexico,3.25,pepper free,mild,"(100, 2500)",North America
Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,3.5,pepper free,mild,"(100, 2500)",North America
Nissin,Cup Noodles Sopa Nissin Con Camaron,Cup,Mexico,2.75,pepper free,mild,"(100, 2500)",North America
Nissin,Maxi Sopa Nissin Cuchareable Sabor A Camaron Picante,Cup,Mexico,3.25,pepper free,mild,"(100, 2500)",North America
Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,pepper free,pepper free,0,North America
Nissin,"Sopa Nissin Sabor Mariscos, Habanero Y Limon",Cup,Mexico,3.5,pepper free,mild,"(100, 2500)",North America
Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,3.75,pepper free,mild,"(100, 2500)",North America
Nissin,Sopa Nissin Sabor A Res Instantanea Tipo Ramen,Pack,Mexico,3.75,pepper free,mild,"(100, 2500)",North America
Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4,hot,hot,"(10000, 50000)",North America
Ottogi,Ramyun Sabor Pollo,Pack,Mexico,4,pepper free,pepper free,0,North America
Maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3.25,pepper free,pepper free,0,North America
Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,3.75,pepper free,pepper free,0,North America
La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.25,pepper free,pepper free,0,North America
Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,pepper free,pepper free,0,North America
Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75,pepper free,pepper free,0,North America
Nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75,pepper free,pepper free,0,North America
Ottogi,Ramyon Sabor A Res,Pack,Mexico,3.5,pepper free,pepper free,0,North America
Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,pepper free,pepper free,0,North America
Rooster,Chili Seafood Flavour Noodle Soup,Cup,Canada,3.25,pepper free,pepper free,0,North America
No Name,Beef Flavour Oriental Noodles & Soup Mix,Pack,Canada,3,pepper free,pepper free,0,North America
Rooster,Hot & Spicy Flavour Noodle Soup,Pack,Canada,3.5,spicy,spicy,"(2500, 10000)",North America
Rooster,Chili Chicken Flavour Noodle Soup,Pack,Canada,3.5,pepper free,pepper free,0,North America
No Name,Shrimp Flavour Oriental Noodles & Soup Mix,Pack,Canada,3.5,pepper free,pepper free,0,North America
Rooster,Chili Chicken Flavour Noodle Soup,Cup,Canada,4,pepper free,pepper free,0,North America
Bowlfull,Beef Flavour Instant Noodle Soup,Cup,Canada,0,pepper free,pepper free,0,North America
Rooster,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,1.5,spicy,spicy,"(2500, 10000)",North America
Suraj,Masala Noodles,Pack,Canada,2,pepper free,pepper free,0,North America
Rooster,Chili Chicken Flavour Noodle Soup,Bowl,Canada,3.75,pepper free,pepper free,0,North America
Rooster,Chili Seafood Flavour,Pack,Canada,4.25,pepper free,mild,"(100, 2500)",North America
Bowlfull,Vegetable Flavour Instant Noodle Soup,Pack,Canada,0,pepper free,pepper free,0,North America
Rooster,Kimchee Flavour Noodle Soup,Bowl,Canada,3.75,pepper free,pepper free,0,North America
No Name,Chicken Vegetable,Pack,Canada,3.25,pepper free,pepper free,0,North America
Mr. Noodles,Pho Noodle Soup Simulated Beef Flavour,Bowl,Canada,0,pepper free,pepper free,0,North America
Great Value,Beef Style Noodles With Vegetables,Cup,Canada,2.75,pepper free,pepper free,0,North America
Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,2.5,pepper free,pepper free,0,North America
Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3,pepper free,pepper free,0,North America
Great Value,Spicy Ramen Noodles,Pack,Canada,4,spicy,spicy,"(2500, 10000)",North America
Great Value,Chicken Style Ramen Noodles,Pack,Canada,3.5,pepper free,pepper free,0,North America
Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,pepper free,pepper free,0,North America
Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,pepper free,pepper free,0,North America
Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0,pepper free,pepper free,0,North America
Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,pepper free,pepper free,0,North America
Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,pepper free,pepper free,0,North America
Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,spicy,spicy,"(2500, 10000)",North America
Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,pepper free,pepper free,0,North America
No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,pepper free,pepper free,0,North America
Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,pepper free,pepper free,0,North America
Azami,Kimchee Noodle Soup,Cup,Canada,0,pepper free,pepper free,0,North America
No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2,pepper free,pepper free,0,North America
Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,pepper free,mild,"(100, 2500)",North America
Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0,pepper free,pepper free,0,North America
Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5,pepper free,pepper free,0,North America
Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,pepper free,pepper free,0,North America
Mr. Noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,Canada,1,spicy,spicy,"(2500, 10000)",North America
Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5,pepper free,pepper free,0,North America
Mr. Noodles,Noodles In A Cup Beef Simulated Flavour,Cup,Canada,1.75,pepper free,pepper free,0,North America
Mr. Noodles,Bowl Chicken Simulated Flavour,Bowl,Canada,2,pepper free,pepper free,0,North America
Campbell's,Hearty Noodles Chicken Flavour,Cup,Canada,2.75,pepper free,pepper free,0,North America
Mr. Noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,Canada,2.75,pepper free,pepper free,0,North America
Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5,pepper free,pepper free,0,North America
Mr. Noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5,pepper free,pepper free,0,North America
Mr. Noodles,Bowl Beef Simulated Flavor,Bowl,Canada,2,pepper free,pepper free,0,North America
Western Family,Instant Noodles Vegetable Flavour,Pack,Canada,1,pepper free,pepper free,0,North America
Western Family,Instant Noodles In A Cup Spicy Chicken,Cup,Canada,2.25,spicy,spicy,"(2500, 10000)",North America
Western Family,Instant Noodles In A Cup Oriental,Cup,Canada,2,pepper free,pepper free,0,North America
Mr. Noodles,Bowl Spicy Chicken Simulated Flavour,Bowl,Canada,2,spicy,spicy,"(2500, 10000)",North America
Mr. Noodles,Shrimp,Pack,Canada,2.5,pepper free,pepper free,0,North America
Mr. Noodles,Spicy Chicken,Pack,Canada,2,spicy,spicy,"(2500, 10000)",North America
Mr. Noodles,Vegetable,Pack,Canada,1.75,pepper free,pepper free,0,North America
Mr. Noodles,Chicken,Pack,Canada,3,pepper free,pepper free,0,North America
Mr. Noodles,Spicy Beef,Pack,Canada,1.75,spicy,spicy,"(2500, 10000)",North America
Mr. Noodles,Beef,Pack,Canada,3,pepper free,pepper free,0,North America
Mr. Noodles,Oriental,Pack,Canada,2.75,pepper free,pepper free,0,North America
Noodle Time,Spicy Thai,Bowl,Canada,0.5,spicy,spicy,"(2500, 10000)",North America
Cigala,Banzai Noodle Sabor Caril,Cup,Portugal,2,pepper free,pepper free,0,Europe
Tiger Tiger,Noodles In No Time Pad Thai,Box,United Kingdom,3.5,pepper free,pepper free,0,Europe
Buitoni,Yakisoba Gusto Classico,Pack,Italy,1,pepper free,pepper free,0,Europe
Buitoni,Yakisoba Noodles Gusto Chili,Pack,Italy,2.5,pepper free,pepper free,0,Europe
Buitoni,Noodles Gusto Curry,Pack,Italy,3.75,pepper free,pepper free,0,Europe
Saikebon,Yakisoba Gourmet Orientale Classic,Pack,Italy,3.75,pepper free,pepper free,0,Europe
Hite,Ramen Cup Noodle Soup,Cup,Russia,3.75,pepper free,pepper free,0,Europe
Big Bon,Spice Mix Piquant,Pack,Russia,3.75,pepper free,pepper free,0,Europe
Big Bon,Beef Flavor,Pack,Russia,3.25,pepper free,mild,"(100, 2500)",Europe
Big Bon,Chicken & Salsaa Sauce,Pack,Russia,3.25,pepper free,pepper free,0,Europe
Big Bon,Spice Mix hot & Spicy,Pack,Russia,3.25,spicy,spicy,"(2500, 10000)",Europe
Canton,Spicy Tomato Flavour,Pack,Bangladesh,2.25,spicy,spicy,"(2500, 10000)",Asia
Canton,Instant Noodles Vegetable Flavour,Pack,Bangladesh,3.75,pepper free,pepper free,0,Asia
Canton,Instant Noodles Beef Flavour,Pack,Bangladesh,3,pepper free,pepper free,0,Asia
Canton,Curry Flavour,Pack,Bangladesh,3,pepper free,pepper free,0,Asia
Canton,Instant Noodles Chicken Curry Flavour,Pack,Bangladesh,3.75,pepper free,pepper free,0,Asia
Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4,pepper free,pepper free,0,Asia
Pran,Mr. Noodles Instant Noodles Beef Flavour,Pack,Bangladesh,4,pepper free,pepper free,0,Asia
MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,pepper free,pepper free,0,Asia
Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,pepper free,mild,"(100, 2500)",Asia
Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4,pepper free,pepper free,0,Asia
Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,spicy,spicy,"(2500, 10000)",Asia
Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,pepper free,pepper free,0,Asia
Suimin,Origins Premium Noodle Bowl Thai Green Curry Flavour,Bowl,Australia,5,pepper free,pepper free,0,Oceania
Suimin,Origins Premium Noodle Bowl Beef Massaman Flavour,Bowl,Australia,5,pepper free,pepper free,0,Oceania
Suimin,Origins Premium Noodle Bowl Seafood Laksa Flavour,Bowl,Australia,5,pepper free,pepper free,0,Oceania
Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,2.75,pepper free,pepper free,0,Oceania
Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,3.5,pepper free,mild,"(100, 2500)",Oceania
Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,2.75,pepper free,pepper free,0,Oceania
Suimin,Noodles With Chicken Flavour,Cup,Australia,2.5,pepper free,pepper free,0,Oceania
Fantastic,Noodles Beef Flavour,Cup,Australia,3,pepper free,pepper free,0,Oceania
Suimin,Noodles With Braised Beef Flavour,Cup,Australia,3.5,pepper free,pepper free,0,Oceania
Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,3.75,pepper free,mild,"(100, 2500)",Oceania
Fantastic,Noodle Chicken Flavour,Cup,Australia,3.75,pepper free,pepper free,0,Oceania
Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1,pepper free,pepper free,0,Oceania
Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5,pepper free,pepper free,0,Oceania
Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3,spicy,spicy,"(2500, 10000)",Oceania
Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25,pepper free,pepper free,0,Oceania
Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5,spicy,spicy,"(2500, 10000)",Oceania
Suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25,pepper free,pepper free,0,Oceania
Suimin,Noodles Mi Goreng,Cup,Australia,4.25,pepper free,mild,"(100, 2500)",Oceania
Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25,pepper free,pepper free,0,Oceania
Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2,pepper free,pepper free,0,Oceania
Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,pepper free,pepper free,0,Oceania
Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,pepper free,pepper free,0,Oceania
Trident,Singapore Soft Noodles,Pack,Australia,2.75,pepper free,pepper free,0,Oceania
Trident,Chow Mein Soft Noodles,Pack,Australia,2.75,pepper free,mild,"(100, 2500)",Oceania
Trident,Hot & Spicy 2 Minute Noodles,Pack,Australia,3.5,spicy,spicy,"(2500, 10000)",Oceania
Culley's,World's Hottest Ramen Noodles,Box,New Zealand,3,hot,hot,"(10000, 50000)",Oceania
Mivina,Banana Flavor Instant Noodles,Pack,Ukraine,3.5,pepper free,pepper free,0,Europe
Mibena,Spicy Chicken,Pack,Ukraine,3.5,spicy,spicy,"(2500, 10000)",Europe
Rollton,Spicy Chicken,Pack,Ukraine,3.75,spicy,spicy,"(2500, 10000)",Europe
Conimex,Oriental Noodles Thom Khakai,Cup,Netherlands,3,pepper free,pepper free,0,Europe
Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,2.75,pepper free,pepper free,0,Europe
Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2,spicy,spicy,"(2500, 10000)",Europe
Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,pepper free,pepper free,0,Europe
Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,pepper free,pepper free,0,Europe
Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,pepper free,pepper free,0,Europe
iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,pepper free,pepper free,0,Europe
Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,pepper free,pepper free,0,Europe
Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,pepper free,pepper free,0,Europe
Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,spicy,spicy,"(2500, 10000)",Europe
Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,pepper free,hot,"(10000, 50000)",Europe
Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,pepper free,pepper free,0,Europe
iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,pepper free,pepper free,0,Europe
iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,pepper free,hot,"(10000, 50000)",Europe
iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,pepper free,pepper free,0,Europe
Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,pepper free,pepper free,0,Europe
Ajinomoto,Oyakata Soy Sauce Ramen Soup,Cup,Poland,2,pepper free,mild,"(100, 2500)",Europe
Vifon,Garlic Flavour Instant Noodles,Pack,Poland,2,pepper free,pepper free,0,Europe
Amino,Barszcz czerwony (Borscht),Pack,Poland,4,pepper free,pepper free,0,Europe
Amino,Ogorkowa,Pack,Poland,3.25,pepper free,pepper free,0,Europe
Vifon,Pomidorowa (Mild Tomato),Pack,Poland,4,mild,mild,"(100, 2500)",Europe
Amino,Zurek,Pack,Poland,3.25,pepper free,pepper free,0,Europe
Indomie,Onion Chicken Flavor (Soup Version),Pack,Nigeria,3.25,pepper free,pepper free,0,Africa
Indomie,Onion Chicken Flavor,Pack,Nigeria,1.5,pepper free,mild,"(100, 2500)",Africa
Yum-Mie,Instant Noodles Beef In Light Soup Flavour,Pack,Ghana,3.5,pepper free,pepper free,0,Africa
Lele,Instant Noodles Beef,Pack,Ghana,3.5,pepper free,pepper free,0,Africa
Nissin,Smack Chili,Pack,Hungary,3.75,pepper free,pepper free,0,Europe
Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,pepper free,pepper free,0,Europe
Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,pepper free,pepper free,0,Europe
Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,pepper free,pepper free,0,Europe
Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,pepper free,pepper free,0,Europe
Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,pepper free,pepper free,0,Europe
Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,pepper free,mild,"(100, 2500)",Europe
Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,pepper free,hot,"(10000, 50000)",Europe
Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,pepper free,pepper free,0,Europe
Maggi,2 Minute Noodles Chicken Flavour,Pack,Fiji,3.25,pepper free,pepper free,0,Oceania
Maggi,2 Minute Noodles Curry Flavour,Pack,Fiji,4,pepper free,pepper free,0,Oceania
FMF,Chow Tomato ,Pack,Fiji,4.25,pepper free,pepper free,0,Oceania
FMF,Chow Masala,Pack,Fiji,4,pepper free,pepper free,0,Oceania
Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,0.5,pepper free,pepper free,0,Asia
Asian Thai Foods,Fatafat Vegetable Flavor,Pack,Nepal,3.75,pepper free,pepper free,0,Asia
Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,3.5,pepper free,mild,"(100, 2500)",Asia
Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5,pepper free,mild,"(100, 2500)",Asia
Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,3.5,pepper free,pepper free,0,Asia
Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5,pepper free,mild,"(100, 2500)",Asia
Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5,pepper free,pepper free,0,Asia
Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,pepper free,mild,"(100, 2500)",Asia
Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5,pepper free,pepper free,0,Asia
Asian Thai Foods,Rumpum Vegetable Soup Base,Pack,Nepal,4.25,pepper free,pepper free,0,Asia
Asian Thai Foods,Miteri Instant Noodles Chicken Flavor,Pack,Nepal,4,pepper free,mild,"(100, 2500)",Asia
Asian Thai Foods,Joker Ready To Eat Noodles,Pack,Nepal,3.25,pepper free,pepper free,0,Asia
Asian Thai Foods,Preeti Instant Noodles Veg Soup Base,Pack,Nepal,5,pepper free,pepper free,0,Asia
Asian Thai Foods,Gaurav Chicken Seasoning,Pack,Nepal,3.75,pepper free,pepper free,0,Asia
MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,pepper free,pepper free,0,Asia
MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,pepper free,mild,"(100, 2500)",Asia
MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,pepper free,pepper free,0,Asia
MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,pepper free,hot,"(10000, 50000)",Asia
MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,pepper free,mild,"(100, 2500)",Asia
